product_id,product_name,aisle_id,department_id
10500,Cool Mint® Antiseptic Adult Mouthwash,20,11
10504,Yukon Gold Potatoes 5lb Bag,83,4
10509,Organic Animal Crackers,78,19
10549,Grands! Flaky Layers Butter Tastin' Biscuits,105,13
10568,Plain Bread Crumbs,5,13
10603,93% Ground Beef,122,12
10606,Organic Teriyaki Seaweed,50,19
10612,Gluten Free Pancake and Baking Mix,130,14
10644,Italian Extra Virgin Olive Oil,19,13
10662,Cheese Pizza In A Pocket Sandwich,38,1
10666,Organic 100% Pure Honey,29,13
10735,Peach Pie,119,1
10749,Organic Red Bell Pepper,83,4
10755,Peanut Butter & Grape Jelly Sandwiches,119,1
10768,Organic Raspberry Lowfat Yogurt,120,16
10776,Au Gratin Potatoes,4,9
10807,Wild Arugula Salad,123,4
10813,Jumbo Ranch Sunflower Seeds,117,19
10814,Applewood Smoked Bacon,106,12
10823,Original Velveeta Cheese,21,16
10831,Yobaby Organic Plain Yogurt,120,16
10863,Grain Free Turkey & Salmon Formula Cat Food,41,8
10895,Mexican Finely Shredded Cheese,21,16
10912,Lowfat Vanilla Yogurt,120,16
10921,Turkey sausage with egg whites and reduced fat cheese on an English muffin Turkey Sausage English Muffin,52,1
10957,Fridge Pack Cola,77,7
10960,Nutritional Yeast Seasoning,104,13
10978,Organic Tomato Puree,81,15
10990,Rich & Hearty Creamy Roasted Chicken Wild Rice Soup,69,15
11005,Organic Cream Cheese Bar,108,16
11022,Mini Peppers,123,4
11042,Fish Fry Seafood Breading Mix,5,13
11046,Humboldt Fog,2,16
11068,Medium Cheddar Cheese Block,21,16
11078,Macaroni Elbows,131,9
11079,1500 Pale Ale,27,5
11123,Vitamin Water Zero Squeezed Lemonade,64,7
11130,Single Serve Crispy Wheat Crackers,78,19
11131,Hot Taco Lawry's Spices & Seasonings,5,13
11136,Organic Low Sodium Chicken Cooking Stock,69,15
11140,Organic Romaine Leaf,123,4
11148,Sparkling Cranberry Juice,77,7
11182,Baby Spinach,123,4
11187,Revel Berry Yerba Mate,94,7
11193,Ancient Grain Blueberry Hemp Granola,57,14
11195,Unsweet Strawberry Kiwi Sparkling Water,115,7
11204,Pull Up's Boy's Nighttime Training Pants Size 2T 3T Jumbo Pack,100,21
11210,Extra Large Grade A Eggs,86,16
11223,Mild Major Grey Chutney,76,6
11229,Spinach Veggie Dip,67,20
11233,100% Whole Wheat Pre-Sliced Sandwich Thins,43,3
11265,100% Natural Diced Tomatoes,81,15
11266,Dried Mangos,117,19
11281,Double Stuf Oreo Sandwich Cookies,61,19
11348,Cocktail Sauce,72,13
11352,Organic Mini Sandwich Crackers Peanut Butter,78,19
11398,Cherry Cola,77,7
11399,Unsweetened Pear Essence Water,115,7
11408,Crushed Tomatoes,81,15
11418,Malt Vinegar,19,13
11453,Almond Crunch Meal Bar,3,19
11463,Honey Ham,96,20
11512,Honey Yoghurt,120,16
11520,Large Alfresco Eggs,86,16
11576,Corn Chips,107,19
11586,Chunks In Heavy Syrup Pineapple,99,15
11613,Frosted Sugar Cookies,8,3
11662,Organic Green Kale,83,4
11703,Clams Minced In Clam Juice,95,15
11734,Breaded Popcorn Turkey Dogs,38,1
11749,French Vanilla Liquid Coffee Creamer,53,16
11777,Red Raspberries,123,4
11782,Bing Cherries,24,4
11790,Natural Vanilla Marshmallows,17,13
11845,100% Mango Juice,98,7
11865,Light & Lean Spaghetti Italiano with Meatless Meatballs,38,1
11913,Shelled Pistachios,117,19
11919,"Tender white meat chicken in a red chile lime sauce with a medley of roasted corn, peppers, and rice Chile Lime Chicken",38,1
11933,Grated Parmigiano Reggiano,2,16
12000,Baked Organic Sea Salt Crunchy Pea Snack,72,13
12007,Organic All Day Fresh Deodorant Lavender,80,11
12013,Pinot Noir,28,5
12015,Asparagus Spears,83,4
12023,Toasted Coconut Chips Original Recipe,117,19
12036,Gluten-Free Supergrain Pasta Organic Corn & Quinoa Blend Penne,131,9
12053,Panama Peach Antioxidant Infusion,31,7
12069,Organic Campari Cocktail Tomatoes,123,4
12075,Spicy Hummus,67,20
12099,Honey Greek Yogurt,120,16
12108,Kiwi Strawberry with Electrolytes & Vitamins Water Beverage,64,7
12113,Corn Starch,17,13
12129,12 Oz Lager,27,5
12145,Tofu Miso Ramen,66,6
12162,Miso Soup Bowl,66,6
12168,Hickory Smoke Barbecue Sauce,5,13
12181,3mg Melatonin Dietary Supplement Tablets - 240 CT,6,2
12193,100% Florida Orange Juice,98,7
12196,Chicken Quesadilla,13,20
12204,Vegetable Medley,116,1
12206,Basil Pesto,9,9
12232,Original Diced Tomatoes & Green Chilies,81,15
12250,EF California White Basmati Eco-Farmed 2 lb Rice,63,9
12258,Organic White English Muffins,93,3
12276,Chocolate Chip Cookie Dough Ice Cream,37,1
12285,Chunk Light Tuna in Water Pouch,95,15
12312,Lavender Hand Soap,25,11
12315,Dairy Free Hazelnut Coconut Milk Creamer,91,16
12318,Multivitamin/Multimineral Supplement Tablets for Women,47,11
12320,Organic Italian Herb Pasta Sauce,9,9
12323,Fresh Cut Cream Style Golden Sweet Corn,81,15
12324,Indian Paneer Tikka,38,1
12341,Hass Avocados,32,4
12358,Hamburger Dill Chips,110,13
12381,Bowls Tortilla Casserole & Black Beans,42,1
12384,Organic Lactose Free 1% Lowfat Milk,91,16
12395,Plain Goat Milk Yogurt,120,16
12409,Organic Distilled White Vinegar,19,13
12419,Organic Sage,16,4
12427,Original Beef Jerky,23,19
12429,Hawaiian Aloha HE Liquid Detergent,75,17
12432,Tartar Sauce,72,13
12440,California Lemonade,31,7
12442,Basil Dish Soap,74,17
12448,Original Dish Liquid,74,17
12456,Organic Sunday Bacon,106,12
12481,Oreo Chocolate Sandwich Cookies,61,19
12496,Radish,83,4
12513,Light Strawberries 'n Bananas Fat Free Yogurt,120,16
12545,French Vanilla Coconut Milk Creamer,91,16
12576,Kiwi Sandia Sparkling Water,115,7
12583,Organic Gold Beets,83,4
12590,Baby Wash & Shampoo,102,18
12614,Yellow Grape Tomatoes,83,4
12615,Sparking Apple Cider,77,7
12683,Dry Roasted 100 Calorie Packs Almonds,117,19
12703,Organic Mung-Bean Sprouts,123,4
12720,Light Spread Butter Substitute,36,16
12745,"Yogurt, Lowfat, Strawberry",120,16
12797,Organic Whole Peeled Tomatoes,81,15
12817,Original Baked Whole Grain Wheat Crackers,78,19
12845,Chopped Walnuts,117,19
12855,Compleats Turkey & Dressing,4,9
12857,Mint Chocolate Chip High Protein Bar,3,19
12863,"Bread, Double Fiber",112,3
12870,Citrus Soda,77,7
12872,Penne Rigate,131,9
12879,Rotisserie Deli Shave Chicken Breast,96,20
12916,Ginger Ale,77,7
12935,Organic Pasture Raised Brown Eggs,86,16
12962,Apricot Preserves,88,13
12974,Organic Horseradish Mustard,72,13
13032,Cinnamon Toast Crunch,121,14
13049,Nonfat Plain Greek Yogurt,120,16
13083,Lowfat Small Curd Cottage Cheese,108,16
13110,Cozy Chamomile Herbal Tea,94,7
13129,"Delifresh Mesquite Turkey Breast, 98% Fat Free, Gluten Free",96,20
13145,Double Zipper Freezer Bags,85,17
13159,Beer Battered Fish Fillets,34,1
13170,"Tangerine 1,000 mg Vitamin C Dietary Supplement",47,11
13176,Bag of Organic Bananas,24,4
13187,Original Chicken Patties,42,1
13198,85% Lean Ground Beef,122,12
13212,Ground Black Pepper,104,13
13219,Organic Unsweetened Plain Soymilk,91,16
13238,"Aloe Vera Gel, Inner Fillet",47,11
13245,"Natural Artesian Water, Mini & Mobile",115,7
13249,Skim Milk,84,16
13255,Family Size Cookie Pack,61,19
13259,Organic Variety Pack,98,7
13260,Winter Mix Vegetable,116,1
13263,Non Fat Acai & Mixed Berries Yogurt,120,16
13269,Oh My Yog! Pacific Coast Strawberry Trilayer Yogurt,120,16
13304,Whole Peeled Tomatoes,81,15
13328,Original Veggie Breakfast Sausage Patties,52,1
13351,Total 0% Peach Yogurt,120,16
13380,Organic Blue Corn Tortilla Chips,107,19
13385,Italian Style Smoked Chicken Sausage With Mozzarella Cheese,106,12
13396,Chicken Corn Chowder Soup,69,15
13409,Dubliner Wedge Pre Cut Cheese,2,16
13431,Flaky Biscuits,105,13
13481,Extra Noodle Soup Mix,69,15
13490,Jalapeno Slices,110,13
13512,Organic Smoked Chicken Breast,96,20
13525,Balsamic Vinegar,19,13
13535,Organic Medium Salsa,51,13
13536,Shredded Parmesan Cheese,21,16
13541,100% Whole Wheat Bagels,93,3
13544,3 Color Deli Coleslaw,123,4
13565,No Salt Added Gluten-Free Blue Chips Made with Organic Blue Corn,107,19
13575,Apples,24,4
13587,Vermont Maple & Sea Salt Microwave Popcorn,23,19
13588,Classic Seasoning with Lime,104,13
13589,Dried Porcini Mushrooms,123,4
13629,Organic Snipped Green Beans,83,4
13640,Asian Pears,24,4
13708,"Liquid Hand Soap, Refill, Lavender Scent",25,11
13712,Cold Brew Coffee Double Espresso with Almond Milk,91,16
13730,Organic Sweet Potatoes,116,1
13733,Red Potatoes,83,4
13740,Organic Summer Strawberry Bunny Fruit Snacks,50,19
13742,Organic Coconut Almond Peanut,3,19
13780,Thyme,16,4
13802,Salted Sweet Cream Butter,36,16
13822,Super Soft Flour Tortillas,128,3
13829,Mild Salsa,51,13
13869,Small Soft and Fluffy Flour Tortillas,128,3
13870,Lightly Salted Baked Snap Pea Crisps,107,19
13874,Organic Pumpkin,17,13
13877,Smoked Salmon,15,12
13885,Caramel Cookie Crunch Gelato,37,1
13909,Jasmine Rice,63,9
13914,Cheez-It Baked Snack Crackers,78,19
13921,Vegetable Classics Garden Vegetable Soup,69,15
13922,Heirloom Red & Black Quinoa Polenta,63,9
13932,Blackcurrant Jelly,88,13
13966,Chicken Pot Pie,38,1
13984,Organic Mint,16,4
13988,Snow Peas,83,4
14010,Organic Mango Yogurt,100,21
14032,Tortilla Chips,107,19
14058,Pain Reliever Fever Reducer Extra Strength For Adults Acetaminophen,133,11
14084,Organic Unsweetened Vanilla Almond Milk,91,16
14086,Sparkling Apple Juice,98,7
14129,Organic Chicken Bone Broth,69,15
14144,Light Red Kidney Beans,59,15
14146,Sliced Wheat Bread,112,3
14147,Sweet Cream Salted Butter,36,16
14161,Kiwi,24,4
14163,Ready to Bake! Chocolate Chip with Hershey's Chocolate Chips Cookies,105,13
14168,Penne Pasta,131,9
14197,Tomato Paste,9,9
14211,Baby Food Stage 2 Pumpkin Banana,92,18
14233,Natural Artesian Water,115,7
14252,Coke Zero Diet Soda,77,7
14267,Organic Refried Black Beans,59,15
14283,Expressions Facial Tissue,54,17
14306,Organic Packham Or Anjou Pears,110,13
14309,Sprouted Pumpkin Seeds with Celtic Sea Salt,117,19
14328,Choco Taco,37,1
14332,Organic Yellow Mustard,72,13
14335,Phish Food® Ice Cream,37,1
14354,Sprouted Seven Grain Reduced Sodium Sliced Bread,112,3
14364,Paneer,21,16
14386,Cherry Preserves,51,13
14444,Smokehouse Almonds,117,19
14454,Grands! Jr Golden Layers Butter Tastin' Biscuits,105,13
14462,Sliced Black Olives,110,13
14467,Sweet Baguette,112,3
14536,Natural Goodness 33% Less Sodium Chicken Broth,69,15
14540,Organic Beefsteak Tomato,83,4
14553,Oats & Honey Granola,57,14
14610,Organic Whole Wheat Couscous,6,2
14613,"Egg Noodles, Extra Wide",131,9
14651,Tommy/Kent/Keitt/Haden Mango,24,4
14678,Organic Frozen Peas,116,1
14708,Stoli Blueberi,124,5
14715,Coconut Water,98,7
14717,Parchment Large Baking Cups - 60 CT,97,13
14766,Sparkling Grapefruit,77,7
14778,Organic Chocolate Chip Chewy Granola Bars,3,19
14788,Unsweetened Iced Tea,94,7
14814,Gluteen Free Center Cut Applewood Smoked Uncured Bacon,106,12
14818,PM Simply Sleep Nighttime Sleep Aid Caplets,6,2
14849,Ground Turmeric,104,13
14852,All Natural Marinara Sauce,9,9
14875,Soft & Smooth Whole Grain White Bread,112,3
14891,Black Coffee,26,7
14895,Small Garbage Bags Twist Tie 4 Gallon,60,17
14901,Raisins,117,19
14905,Hickory & Brown Sugar Barbecue Sauce,5,13
14917,Blackberry Yogurt,120,16
14947,Pure Sparkling Water,115,7
14950,High Quality Glutamine Powder,47,11
14955,Organic Prune Juice,98,7
14966,Organic Mandarins,24,4
14976,Organic Paprika,104,13
14992,Green Beans,83,4
15011,"Pita Chips, Simply Naked",107,19
15017,Organic Ketchup Gluten Free,72,13
15057,Fresh Care Flushable Cleansing Cloths Refills,54,17
15078,Saffron Yellow Seasonings & Long Grain Rice,4,9
15120,Classic Vanilla Yogurt,120,16
15125,Tender white meat turkey & stuffing in a homestyle gravy with russet mashed potatoes Roast Turkey,38,1
15131,Lemon with Electrolytes & Vitamins Water Beverage,64,7
15134,Strawberry Gelatin,71,16
15143,Blueberry Pint,24,4
15172,Seasoned Chicken Fry Batter Mix,5,13
15261,Organic Rosemary,16,4
15290,Orange Bell Pepper,83,4
15293,Classic Iceberg Salad,123,4
15349,Organic Raw Agave Nectar,29,13
15358,Measuring Cup,10,17
15359,All Purpose Flour,17,13
15371,Caramel and Peanuts Kandy Bars,37,1
15392,Organic Mayonnaise,72,13
15395,Organic Caramel Crunch With Sea Salt Chocolate Bar,45,19
15399,"Almondmilk Creamer, Vanilla",91,16
15429,Organic Chai Tea Latte Concentrate,94,7
15438,"Mayonnaise, Classic",72,13
15482,Cobb Salad,1,20
15503,Pickling Cucumber,83,4
15526,Creamy Queso Fresco Chipotle,21,16
15581,Boom Chicka Pop Candy Corn Flavored Kettle Corn,23,19
15592,Organic Baby Romaine Lettuce,123,4
15599,Naturally Hickory Smoked Thick Cut Bacon,106,12
15604,Fat Free Plain Yogurt,120,16
15618,White Cheddar Rice Cakes,78,19
15623,Ham & Cheese Sandwiches,38,1
15630,Organic Fat Free Refried Pinto Beans,59,15
15655,Dark Chocolate Mint Snacking Chocolate,45,19
15664,Tomatoes Sauce,81,15
15673,Sweet Chili Sauce,72,13
15689,Crispy Gluten Free Baked Multigrain Crackers,78,19
15712,Organic Traditional Plain Kefir,120,16
15718,Ultra Thin Mild Cheddar Slices,21,16
15720,Premium Beer,27,5
15755,Dal Makhani Aromatic Lentils & Beans,76,6
15804,Fuji Apple Juice,31,7
15820,Cafe Cuisine Sesame Chicken,38,1
15841,Organic Dark Chocolate Almond & Sea Salt Trail Mix Bar,3,19
15842,Dairy Free Coconut Milk Yogurt Alternative,120,16
15844,Petite Whole Green Beans,116,1
15869,Sweet Hot Dog Buns,43,3
15872,Celery Hearts,83,4
15902,100 Calorie  Per Bag Popcorn,23,19
15925,Macaroni and Cheese,38,1
15937,Shallot,83,4
15984,Almond Milk Blueberry Yogurt,120,16
16004,"Cheese, Provolone",21,16
16018,Cinnamon Crunch Apple Chips,50,19
16048,Deluxe Nut Mix,6,2
16137,Spicy Chili Seasoning,104,13
16139,Clara,27,5
16154,Mini Peanut Butter Sandwich Crackers,78,19
16168,Large Organic Omega3 Brown Eggs,86,16
16185,Sharp Cheddar Cheese,21,16
16188,Chicken A La King,38,1
16221,Golden Oreo Sandwich Cookies,61,19
16249,Lacinato Kale Og,83,4
16254,ZBar Organic Chocolate Brownie Energy Snack,3,19
16262,Everything Bagels,93,3
16290,Sparkling Clementine Juice,77,7
16321,70% Dark Chocolate With Coconut Bar,45,19
16332,Sriracha Tortilla Chips,107,19
16349,Organic Yams,83,4
16393,Ibuprofen Tablets,133,11
16398,Guava Goddess Organic Kambucha,31,7
16419,Sweet Sliced Bread,112,3
16464,Sweet & Salty Nut Almond Granola Bars,3,19
16479,"Fruit Spread, Deluxe, Strawberry",88,13
16486,Diet Pepsi Slim Cans,77,7
16521,Walnut Halves & Pieces,117,19
16589,Plantain Chips,107,19
16594,Indicator Contour Clean Soft Toothbrush,20,11
16600,"With seasoned meat sauce, tomato sauce & real low fat ricotta cheese Lasagna Italiano",38,1
16615,Zero Calories Berry Nutrient Enhanced Water,64,7
16617,Organic Muenster Cheese Slices,21,16
16650,Naturals Chicken Patties,34,1
16682,Breakfast Links Maple & Smoked Bacon Smoked Chicken Sausage,106,12
16696,Coke Classic,77,7
16714,Mocha Frappucino Chilled Coffee Drink,26,7
16726,Roasted Red Chili Paste,66,6
16752,Merry Maraschino Pitted Cherries,103,19
16759,Organic Carrot Bunch,83,4
16768,100% Lactose Free Reduced Fat Calcium Enriched Milk,91,16
16776,Crushed Chili,6,2
16797,Strawberries,24,4
16808,Everyday Coconut Face Wash,109,11
16816,Tropical Punch,31,7
16855,Banana Dippers Banana Slices,116,1
16857,Barcelona Vinaigrette Mediterranean Style,89,13
16869,Automatic Dishwasher Tablets Citrus - 25 CT,74,17
16953,Creamy Peanut Butter,88,13
16959,Toilet Paper Double Rolls - 24 CT,54,17
16965,Chocolate Ice Cream,37,1
16973,Organic Pitted Green Olives,110,13
16987,Organic Love Crunch Dark Chocolate Macaroon Granola,57,14
17008,Shredded Sharp Cheddar Cheese,21,16
17025,Country Dijon Mustard,72,13
17038,Wasabi Roasted Seaweed Snacks,66,6
17040,Classic Roast Instant Coffee Crystals,26,7
17044,French Baguette,112,3
17072,Plain Low-Fat Yogurt,120,16
17122,Honeycrisp Apples,24,4
17149,Gluten Free Chicken Breast Tenders,34,1
17159,Rhubarb,83,4
17162,Women's MultiVites Gummy Vitamins,47,11
17170,Little Yums Pumpkin and Banana Teething Wafers,92,18
17224,Oats & Honey Gluten Free Granola,3,19
17231,Sprouted Sunflower Seeds,117,19
17264,Stand 'n Stuff Taco Shells,30,6
17284,Organic Sugar Snap Peas,83,4
17303,Grass-fed 90% Ground Beef,122,12
17333,"Kombucha, Organic Raw, Lavender No. 3",31,7
17400,Organic Lettuce,83,4
17424,Solid Pack Light Tuna,95,15
17444,Hand Cleansing Lavender Natural Fiber Wipes,25,11
17461,Air Chilled Organic Boneless Skinless Chicken Breasts,35,12
17464,3 in 1 Can Opener,10,17
17487,Orange Juice 100% Juice,31,7
17498,Unscented Men's Anti-Perspirant & Deodorant Gel,80,11
17530,Unsweetened Watermelon Water,115,7
17547,Meat Lasagna,13,20
17553,Lowfat Blueberry Yogurt,120,16
17556,Healthy Multigrain Bread,112,3
17559,Stand 'N Stuff Taco Dinner,30,6
17600,"YoKids Squeezers Organic Low-Fat Yogurt, Strawberry",120,16
17616,Goldfish Cheddar Baked Snack Crackers,78,19
17630,YoKids Squeeze! Organic Strawberry Flavor Yogurt,120,16
17638,Vanilla Coffee Concentrate,26,7
17659,Flavored Bread Crumbs,5,13
17668,Unsweetened Chocolate Almond Breeze Almond Milk,91,16
17706,Organic Whole Grain Wheat English Muffins,93,3
17720,Hot Oatmeal Variety Pack,130,14
17757,Red Beet Bunch,100,21
17758,Strawberry Rhubarb Yoghurt,120,16
17762,Light Oaked Chardonnay,62,5
17763,Grands! Big & Flaky Crescent Rolls,105,13
17766,Grain Free Turkey Formula Cat Food,41,8
17769,Diet Caffeine Free Naturally Flavored Lemon Lime Soda,77,7
17794,Carrots,83,4
17795,Organic Green Leaf Lettuce,83,4
17807,Gluten Free Blueberry Waffles,52,1
17817,Pimiento Stuffed Spanish Green Olives,110,13
17828,Organic Spinach & Feta Dinner Sausage,106,12
17835,Thin & Light Tortilla Chips,107,19
17859,Lager Beer,27,5
17872,Total 2% Lowfat Plain Greek Yogurt,120,16
17874,Organic Spring Jasmine Green Tea,94,7
17923,Crinkle Cut Fries,129,1
17924,Seltzer Water,115,7
17948,Frozen Organic Wild Blueberries,116,1
17956,Cocoa Powder,90,7
17974,Almond Cashew with Flax + Omega-3 Fruit & Nut Bar,3,19
17981,Vanilla Coke,77,7
17982,Classic Hummus with Rold Gold Petzels Snack,67,20
18000,Pecan Pie,8,3
18023,Organic Coconut Water,115,7
18027,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,112,3
18035,New Manhattan Whole Coffee Beans,26,7
18069,Deluxe French Dressing,89,13
18072,Organic Gluten Free Elbow Pasta,131,9
18077,Maximum Strength 150mg Tablets Acid Reducer,70,11
18079,"Veggie Burger, Quarter Pound",42,1
18090,Organic Large White Flesh Peach,24,4
18095,Gluten Free Whole Grain Bagels,93,3
18102,Grilled & Ready Oven Roasted Diced Chicken Breast,34,1
18104,Favorites Alfredo Pasta with Chicken & Broccoli,38,1
18109,Smoked Chicken & Apple Mini Sausages,106,12
18118,MixUps Backyard Cookout Cat Treats,41,8
18140,Organic Fresh Pressed Pure Cranberry Juice,98,7
18150,Oatmeal Raisin Cookies,61,19
18168,Golden Raisins,117,19
18174,The Original Five Cheese Texas Toast,129,1
18175,Organics Chocolate Milk with DHA,84,16
18232,Beef Skirt Steak,122,12
18234,Organic Spinach Bunch,83,4
18288,Sea Salt Potato Chips,107,19
18329,Simply 3 Cheese Tortellini,38,1
18337,Classic Mild Cheddar Macaroni & Cheese,4,9
18362,Organic Bread with 21 Whole Grains,112,3
18370,Organic Shredded Mozzarella,21,16
18382,Saltine Crackers,78,19
18439,Sliced Sourdough Bread,112,3
18441,Organic Ketchup,72,13
18465,Organic Grade A Free Range Large Brown Eggs,86,16
18471,Organic Light Agave Nectar,29,13
18479,Organic Low Sodium Vegetable Broth,69,15
18523,Total 2% All Natural Greek Strained Yogurt with Honey,120,16
18529,"Towelettes, Make Up Removing, Face",109,11
18531,Organic Heavy Whipping Cream,53,16
18534,Grade A Extra Large Eggs,86,16
18567,Low Fat No Chicken Noodle Soup,69,15
18594,Emmentaler Swiss Slices,21,16
18599,Garlic Couscous,4,9
18653,Super Shreds Superfood Brussels Sprouts,123,4
18656,Organic Red Potato,83,4
18696,Mild Red Enchilada Sauce,30,6
18721,"Baked Rice and Corn Puffs, Aged White Cheddar",107,19
18727,Smoked Apple Sage Sausages,106,12
18752,Mega Stuf,61,19
18761,Balsamic Vinegar Of Modena,19,13
18793,Chocolate & Peanut Butter Shell Topping,103,19
18798,"Kefir, Perfect Blueberry",120,16
18799,Revitalizing with Vitamin E Body Lotion,127,11
18811,Organic Apple Juice,98,7
18840,Intense Dark Chocolate with Sea Salt & Roasted Almonds,45,19
18849,Red Chile Enchilada Sauce,30,6
18855,Great Grains Crunchy Pecans Cereal,121,14
18880,Organic Free Range Low Sodium Chicken Broth,69,15
18889,Greek Extra Virgin Olive Oil,19,13
18891,Classic Almond Butter All Natural,88,13
18893,Cut Baby Corn,66,6
18894,Sourdough English Muffins,93,3
18908,Pizza Dough,58,1
18918,Organic Chopped Spinach,116,1
18926,Fat Free Strawberry Yogurt,120,16
18961,Organic Dark Chocolate Pomegranate Trail Mix Bar,3,19
18987,Hot Dog Buns,43,3
19003,Celery,83,4
19006,Dark Chocolate Pretzels with Sea Salt,107,19
19008,Vitamin D Full Fat Milk,84,16
19019,Uncured Slow Cooked Ham,96,20
19048,Organic Butternut Squash,83,4
19051,"Pita Chips, Simply Naked, Party Size",107,19
19057,Organic Large Extra Fancy Fuji Apple,24,4
19086,Small Cantaloupe,24,4
19101,"Quinoa, Kale & Red Lentil Soup",1,20
19154,Coconut Fruit Bars,37,1
19156,Fat Free Blueberry Yogurt,120,16
19162,Organic Sesame Tahini,72,13
19164,Style Pritns 18 oz. Plastic Cups,111,17
19174,Chicken Enchilada Bowl,38,1
19180,"Vegetable Chips, Taro, Sea Salt",107,19
19205,Bean & Cheese Dip Zesty,51,13
19213,Turkey Pot Pie,38,1
19240,Organic Fuji Red Apple Chips,107,19
19307,Medium Red Taco Sauce,30,6
19341,Creamy Parmesan Chicken Pot Pie,38,1
19348,Fat Free Milk,84,16
19395,Italian Red Wine Vinegar,19,13
19446,Thick & Chunky Salsa,67,20
19468,Classic Yellow Mustard,72,13
19474,Decaf Mountain Chai,94,7
19478,Organic Marinara Pasta Sauce,9,9
19488,Select-A-Size White Paper Towels,54,17
19503,Udon Soup Bowl,66,6
19508,Corn Tortillas,128,3
19511,Half And Half,53,16
19514,Reclosable Sandwich Bags,85,17
19541,Glazed Lemon Pie,8,3
19543,Brioche Hot Dog Buns,43,3
19548,Organic Lightly Roasted Crunchy Peanut Butter,88,13
19585,Twinkies,61,19
19611,Organic Spelt Pretzels,107,19
19627,Butternut Squash Pear Stage 2 Baby Food,92,18
19677,Original Pure Creamy Almond Milk,91,16
19678,Organic Russet Potato,83,4
19691,Green Seedless Grapes,32,4
19724,Raw Shelled Hemp Seeds,117,19
19750,Thick Cut Bologna,96,20
19766,Ultra Thin Slices Swiss Cheese,21,16
19769,Zero Calorie Tonic Water,6,2
19809,Crispy Crust Pepperoni Pizza,38,1
19816,Sonoma Traditional Flour Tortillas 10 Count,128,3
19886,Kidney Beans,59,15
19894,Enlightened Organic Raw Kombucha,31,7
19895,Sliced Prosciutto,96,20
19934,Fat Free Smooth & Creamy Plain Organic Yogurt,120,16
20004,Chocolate Peanut Butter Nutrition Bars,3,19
20014,French Bread Pizza Pepperoni,79,1
20082,Organic Whole Milk with DHA Omega-3,84,16
20084,Pineapple Apple Mint Organic Cold Pressed Juicd,31,7
20114,Jalapeno Peppers,83,4
20115,Organic Trail Mixer Gluten Free Chewy Granola Bars,3,19
20118,Krinkle Cut Sea Salt Potato Chips,107,19
20119,Sparkling Water Berry,115,7
20144,Organic Pack Peasant Bread,112,3
20156,Mixed Berry Yogurt,120,16
20168,Organic Sunflower Seed Spread,88,13
20215,Tuna Noodle Casserole,38,1
20272,Morning Fog Chardonnay,62,5
20305,Bacon Breakfast Bowl,52,1
20323,Strained Tomatoes,81,15
20330,Ranch Salad Dressing Mix,66,6
20339,Chocolate Protein Soy & Dairy Protein Shake,31,7
20350,Chicken Canned Kitten Food,41,8
20367,Natural Mint Gum,46,19
20378,Chicken Broth,69,15
20383,Pepper Greens,123,4
20428,Resealable Snack Bags,85,17
20468,Recipe Secrets Onion Soup & Dip Mix,69,15
20520,Mild Diced Green Chiles,81,15
20549,Organic Orzo,131,9
20574,Roasted Turkey,96,20
20580,Original Real Vegetable Chips,107,19
20583,Sourdough Baguette,112,3
20588,Vegan Buttery Sticks,91,16
20607,Fresh Vanilla Odor Shield Tall 13 Gallon Drawstring Bags,60,17
20632,Mache Rosettes French Salad Mix,123,4
20649,Refresh-Mint Chewing Gum,46,19
20670,Organic Lentil Vegetable Soup,69,15
20697,Organic Pure Lime Juice,98,7
20734,Organic Medjool Dates,117,19
20738,Plain Bagels,93,3
20754,Mediterranean Mint Gelato,37,1
20770,All Natural Peppered Beef Jerky,23,19
20785,Extra Sharp Aged Cheddar Cheese slices,21,16
20794,"Kombucha, Organic Raw, Citrus",31,7
20804,Gin-Gins Hard Ginger Candy Double Strength,45,19
20824,Lemon & Lime Blossom Scent Disinfecting Wipes,114,17
20840,Classic Vanilla Flavor Marshmallow Minis,17,13
20842,Total 0% Greek Yogurt,120,16
20843,100% Pure Eucalyptus Essential Oil,101,17
20874,Pimento Cheese Spread,1,20
20899,Goo Berry Pie Probugs Kefir,120,16
20920,Sage,16,4
20934,Hot BBQ Sauce,5,13
20938,Super Soft Yellow Corn Tortillas,128,3
20945,Ion4 Strawberry Lemonade Sports Drink,64,7
20947,Passionberry Bliss Kombucha Drink,31,7
20995,Organic Broccoli Florets,116,1
21001,Creamy French Dressing Salad,89,13
21009,"Crispy Wheat, Crackers",78,19
21010,Organic Crushed Tomatoes with Basil,81,15
21011,Condensed Cream of Chicken Soup,69,15
21019,Roasted Red Pepper Hummus,67,20
21040,Lavender 100% Pure Essential Oil Calming,101,17
21057,Organic Brown Rice Spaghetti,131,9
21108,Cherry Vanilla Creme Soda,77,7
21116,Whole Kernel Corn,81,15
21131,Lemon-Lime Fridge Pack Soda,77,7
21137,Organic Strawberries,24,4
21150,Fire Grilled Steak Bowl,38,1
21174,I Heart Baby Kale,123,4
21187,Classic Macaroni & Beef in Tomato Sauce,38,1
21198,Coconut Milk Non Dairy Frozen Dessert No Sugar Added Mint Chip,37,1
21227,Smart Dogs Veggie Hot Dogs,14,20
21243,Simple Favorites Chicken Fettuccini Frozen Entree,38,1
